Brand,Model,Storage,Color,Price,Sale Date,Payment Method,Customer Name,Store Location
Xiaomi,Redmi Note 11,64GB,White,34084.11,18-09-2024,Debit Card,Tina Lynch,Leeville
Realme,Realme GT,64GB,Silver,82393.17,01-10-2024,Debit Card,Todd Wells,North Matthewberg
Xiaomi,Redmi Note 11,256GB,Green,89610.84,01-10-2024,Cash,Denise Larson,Lake Roberto
Apple,iPhone 14,128GB,White,65332.2,06-05-2024,Debit Card,Jake Anderson,Lake Rebeccaside
Google,Pixel 7,256GB,White,89170.4,19-05-2024,Debit Card,Haley Casey,Adamsborough
Motorola,G31,64GB,Blue,75580.85,24-02-2025,Debit Card,David Hayes Jr.,Stewartland
Google,Pixel 6,128GB,Blue,82094.19,27-12-2024,Debit Card,Sonia Arnold,Lake Mark
Motorola,Edge 20,128GB,Green,55771.28,19-09-2024,Net Banking,Jennifer Atkins,Leeville
Samsung,Galaxy S22,64GB,Gold,45802.66,30-07-2024,Debit Card,Rose Wallace,North Amandahaven
Google,Pixel 6,128GB,Red,64170.65,13-06-2024,Credit Card,Gary Frank,Wilkersonmouth
Xiaomi,Redmi 10,256GB,Blue,75921.27,16-03-2025,UPI,Sara Cummings,Evanmouth
Realme,Realme 9,128GB,Red,40722.96,22-02-2025,UPI,Allen Nash,East Nicholasfurt
OnePlus,9R,256GB,Red,62657.99,24-06-2024,Credit Card,Joseph Silva,East Nicholasfurt
Google,Pixel 8,128GB,Blue,46244.45,12-04-2025,Debit Card,Brandy Ibarra,Lake Lisaport
Samsung,Galaxy S21,128GB,Blue,53129.11,26-01-2025,Net Banking,Cheyenne Alexander,Ericmouth
Nokia,C30,64GB,Red,48329.7,27-01-2025,Credit Card,Victoria Rodriguez MD,North Richardmouth
Apple,iPhone 13,256GB,White,80268.61,21-03-2025,Debit Card,Laura Wilson,East Donna
OnePlus,Nord 2,64GB,Blue,67860.91,25-12-2024,Cash,Michael Brown,West Allison
Xiaomi,Redmi Note 11,256GB,Red,56574.02,18-03-2025,Net Banking,Amanda Ramos,New Roberttown
Motorola,Edge 20,64GB,Blue,85541.06,16-10-2024,Net Banking,Debbie Walters,Danielchester
Nokia,G21,128GB,Black,78380.98,19-05-2024,Cash,Tammy Harris,Rodneyside
Xiaomi,Redmi Note 11,64GB,White,59326.97,04-08-2024,Credit Card,Sabrina Rodriguez,Samuelhaven
Vivo,V21,64GB,Green,33744.32,27-11-2024,Net Banking,Stacey Monroe,Daviston
Realme,Narzo 50,64GB,Blue,43351.5,04-10-2024,Cash,Robert Eaton,Lisatown
Nokia,G21,128GB,Red,38446.56,09-12-2024,Debit Card,Paul Lane,Port Colleenhaven
OnePlus,Nord 2,128GB,Blue,89671.67,04-12-2024,Net Banking,Edwin Bryant,South Christineshire
Google,Pixel 8,128GB,Silver,86370.16,14-11-2024,UPI,Julie Thomas,Brandtside
OnePlus,Nord 2,256GB,Blue,22902.02,12-10-2024,Cash,Thomas Alexander,North Micheleland
Samsung,Galaxy A52,64GB,Green,10186.53,02-07-2024,Credit Card,Melissa Murray,Lake Lisaport
Oppo,A74,64GB,Blue,50725.39,27-05-2024,Debit Card,Nancy Tucker,Port Richard
Xiaomi,Redmi 10,256GB,Green,22382.42,13-11-2024,Net Banking,Matthew Haynes,Port Jacobland
Motorola,G31,128GB,Blue,41650.3,03-06-2024,UPI,Dr. Miguel Brown,New Mariotown
Apple,iPhone 14,64GB,Silver,38330.83,24-01-2025,Cash,Dawn Charles,Johnfurt
Google,Pixel 6,128GB,Green,82463.09,02-08-2024,Cash,Jonathan Wright,Robinsonshire
Vivo,Y33s,256GB,Green,99153.96,01-09-2024,Debit Card,Tasha Lee,South Aaron
Realme,Realme GT,256GB,White,94757.24,31-08-2024,Debit Card,Monica Lee,Jasonfort
Samsung,Galaxy A52,64GB,Black,39652.95,15-05-2024,Net Banking,Daniel Roberts,Lisatown
Realme,Realme 9,256GB,Gold,36660.64,05-12-2024,Credit Card,Justin Harrison,Mortonside
Google,Pixel 7,64GB,Green,33214.98,14-08-2024,Debit Card,Troy Carter,Lake Nicoleview
Motorola,Edge 20,128GB,Green,79294.75,08-07-2024,Cash,Christopher Herrera,Mooreport
Motorola,G31,64GB,Red,55914.45,17-03-2025,Cash,Tara Miller,New Jessica
Realme,Realme 9,256GB,White,16498.8,22-09-2024,UPI,Colleen Young,Lake Debra
Google,Pixel 6,256GB,Gold,49796.7,24-12-2024,UPI,Lisa Johnson,East Jamesside
Xiaomi,Mi 11X,64GB,White,79411.04,03-08-2024,Net Banking,Mrs. Kelly Carter,Wilkersonmouth
Google,Pixel 7,128GB,Gold,63029.41,02-01-2025,Net Banking,Jessica Evans,Lake Debbie
OnePlus,9R,64GB,White,46753.95,11-10-2024,Debit Card,Robert Rice,New Brooke
Vivo,Y33s,128GB,Blue,14868.89,14-03-2025,Debit Card,Norma Rodriguez,Lake Matthew
Motorola,G31,256GB,Green,29468.27,14-10-2024,Debit Card,Lisa Garcia,Lake Lisaport
Oppo,A74,128GB,Green,95364.42,09-04-2025,UPI,Larry Johnson DDS,Port Keith
Nokia,X20,128GB,Green,77228.48,14-11-2024,Cash,Timothy Zhang,South Noah
OnePlus,11R,64GB,White,65820.9,19-10-2024,Cash,Brian Howard,Sanchezfort
Realme,Narzo 50,128GB,Gold,86720.99,30-03-2025,Credit Card,Frank Smith,Lake Debbie
Realme,Realme 9,128GB,Black,54805.98,14-12-2024,Credit Card,Christine Todd,Ericmouth
Vivo,Y33s,128GB,White,97677.18,14-05-2024,Cash,Samantha Lopez,West Donald
Oppo,Reno6,256GB,Silver,64337.03,07-08-2024,Credit Card,Seth Sanders,Ericmouth
OnePlus,Nord 2,128GB,Gold,77266.91,18-07-2024,Cash,Sara Lee,Shawhaven
Realme,Realme 9,128GB,Blue,61134.99,17-06-2024,UPI,Vicki May,Brandtside
Apple,iPhone 13,128GB,Black,19702.42,13-01-2025,Cash,Lauren Montoya,East Mikeburgh
Vivo,Y33s,128GB,White,89278.96,16-11-2024,Credit Card,Sharon Marsh,Daviston
Realme,Realme GT,256GB,Gold,33826.16,12-02-2025,Credit Card,Alexander Perez,Lake Rebeccaside
Samsung,Galaxy S22,64GB,Green,61486.45,22-09-2024,Cash,Robert Hampton,Port Colleenhaven
Realme,Narzo 50,256GB,Gold,32540.18,10-01-2025,Credit Card,Steven Lane,West Juan
Nokia,X20,128GB,White,35818.57,27-11-2024,Debit Card,Jessica Mata,New Roberttown
Oppo,F19,256GB,Gold,32677.56,29-09-2024,UPI,Jamie Morales,Saramouth
Motorola,G31,128GB,Silver,36517.38,19-10-2024,Cash,Devin Hamilton,New David
Nokia,X20,64GB,Green,31704.25,09-11-2024,Debit Card,Matthew Cox,Shawhaven
Nokia,X20,64GB,White,51257.52,20-10-2024,Credit Card,Jeremy Frederick,Port Keith
Xiaomi,Redmi 10,256GB,White,67859.49,31-03-2025,Net Banking,Robert Hayes,North Sarabury
OnePlus,11R,64GB,Silver,72679.11,27-12-2024,Credit Card,Brenda Cain,Lake Crystalbury
Google,Pixel 8,64GB,Red,95531.02,29-05-2024,Net Banking,Rebecca Preston,Sanchezfort
Apple,iPhone 15,128GB,White,24774.85,19-04-2024,UPI,Jennifer Hernandez,West Andrewside
Motorola,Edge 20,256GB,Blue,62380.43,06-07-2024,Credit Card,Jeffrey Harris,Lake Leeton
Motorola,G31,128GB,White,44520.42,19-07-2024,Cash,Lisa Spencer,New Kellystad
Realme,Narzo 50,256GB,Silver,66370.35,21-07-2024,Debit Card,John Perry,Jacquelineland
Xiaomi,Redmi 10,64GB,Black,37133.46,17-05-2024,Cash,Kathryn Ramirez,Gomezchester
Nokia,G21,256GB,Green,40146.59,15-08-2024,Cash,Gregory Hooper,South Dianeshire
Nokia,G21,256GB,Gold,77621.04,25-05-2024,UPI,Jason Martinez,Lake Leeton
Vivo,V21,64GB,Gold,36563.48,05-09-2024,Credit Card,Karen Wright,Lake Debbie
Xiaomi,Redmi Note 11,128GB,Blue,73767.07,16-04-2024,Cash,Derek Byrd,Johnfurt
Motorola,Moto G60,256GB,White,34861.07,02-03-2025,Debit Card,Karen Velez,Port Jacobland
Nokia,X20,64GB,Blue,57906.66,05-01-2025,Debit Card,Matthew Horne,New Brooke
Xiaomi,Redmi Note 11,256GB,Silver,95737.51,26-01-2025,UPI,Olivia Kent,Coxberg
Xiaomi,Redmi Note 11,256GB,Silver,51528.9,20-10-2024,Credit Card,Annette Daniel,North Noahstad
Oppo,Reno6,64GB,Gold,41226.5,03-01-2025,Cash,Jonathan Lewis,North Sarabury
Samsung,Galaxy S22,256GB,Black,86320.33,16-11-2024,Credit Card,Angela Henry,Adamsborough
Apple,iPhone 14,256GB,Blue,79130.13,18-01-2025,UPI,Cindy Mason,North Deniseside
Xiaomi,Mi 11X,256GB,Green,65388.36,29-03-2025,UPI,Caitlin Stewart,East Jill
Realme,Narzo 50,256GB,Green,71857.28,13-05-2024,Net Banking,Brandi Shaffer,Lake Roberto
Oppo,A74,64GB,Green,11455.53,07-05-2024,Credit Card,Laurie Jones MD,New Roberttown
Realme,Realme 9,128GB,White,84754.18,13-01-2025,Debit Card,John Gray,Lake Crystalbury
Oppo,A74,128GB,Black,46304.76,01-04-2025,Net Banking,Lawrence Robles,East Lydiamouth
Vivo,T1,256GB,Green,90778.77,09-01-2025,Debit Card,John Baldwin,Port Colleenhaven
Oppo,F19,64GB,Green,48966.41,11-12-2024,Net Banking,Todd Moore,Lake Crystalbury
OnePlus,Nord 2,256GB,Blue,77430,29-01-2025,Cash,Elizabeth Irwin,Brandtside
Oppo,Reno6,256GB,White,49840.27,28-09-2024,Cash,Patricia Ramos,Stewartland
Realme,Realme GT,128GB,Green,62249.94,22-04-2024,Credit Card,Tim Wilkins,Daviston
OnePlus,11R,64GB,Black,53111.23,22-08-2024,Cash,Karla Austin,South Noah
Nokia,X20,256GB,Black,21003.03,24-07-2024,UPI,Andrew Frost,North Judithbury
Vivo,T1,256GB,Green,29319.57,10-05-2024,UPI,Stephanie Sullivan,Mortonside
Motorola,Edge 20,128GB,Red,27422.43,04-02-2025,Credit Card,Jennifer Green,New David
Samsung,Galaxy A52,256GB,Green,71896.23,03-11-2024,UPI,Melissa Boyd,Johnfurt
Apple,iPhone 14,64GB,Red,47933.69,22-04-2024,Credit Card,Janet Fritz,East Mikeburgh
Realme,Narzo 50,128GB,Black,10901.07,27-05-2024,Credit Card,Michael Morales,East Lydiamouth
Oppo,Reno6,64GB,Red,93698.89,11-09-2024,UPI,Amanda Hernandez,Leeville
Google,Pixel 8,64GB,Blue,83557.86,09-01-2025,Credit Card,Briana Torres,East Mikeburgh
Xiaomi,Redmi Note 11,256GB,Silver,96556.66,27-05-2024,Net Banking,Nicholas Pitts,Williamview
Nokia,X20,64GB,Blue,40549.74,14-04-2024,Cash,Amy Sandoval,Bassport
Google,Pixel 7,128GB,Black,41041.84,15-02-2025,Credit Card,Jennifer Jones,East Jamesside
OnePlus,9R,128GB,Black,78568.67,21-03-2025,Net Banking,George Wheeler,East Nicholasfurt
Xiaomi,Redmi 10,128GB,White,99870.64,26-01-2025,UPI,Aaron Harris,Port Jesseville
Xiaomi,Mi 11X,256GB,White,24607.97,14-09-2024,Credit Card,Melanie Thomas,New Jeffrey
Samsung,Galaxy A52,128GB,Gold,76410.22,17-06-2024,Cash,Karen Smith,Daviston
Motorola,G31,64GB,Blue,68641.16,23-01-2025,Debit Card,Elizabeth Moore,Port Keith
Realme,Narzo 50,64GB,Black,63483.11,22-06-2024,Credit Card,Alexandra Moore,Bassport
Apple,iPhone 15,64GB,Gold,98936.3,15-11-2024,Net Banking,James Miles,South Patrickmouth
Realme,Realme GT,128GB,White,71857.48,21-06-2024,UPI,Anthony Santana,New Mariotown
Motorola,G31,256GB,Red,77094.89,29-10-2024,UPI,Jesse Rogers,Jasonfort
Motorola,Moto G60,256GB,Gold,38677.7,27-01-2025,UPI,Dr. Kelly Abbott,Ericmouth
Xiaomi,Mi 11X,256GB,White,18743.07,03-05-2024,Credit Card,Cindy Smith,Williamview
Samsung,Galaxy A52,256GB,Red,62454.69,15-12-2024,Cash,Amanda Murphy,East Josephville
OnePlus,9R,128GB,Blue,34501.07,08-08-2024,Net Banking,Alex Cole,Lake Debra
Apple,iPhone 14,64GB,Green,45522.63,08-08-2024,UPI,Joseph Simpson,Adamsborough
Vivo,T1,128GB,Black,59584.16,13-08-2024,Cash,Donna Johnson,West Juan
Apple,iPhone 14,64GB,Green,13585.28,06-11-2024,Credit Card,Donald Garcia DDS,New Brooke
Apple,iPhone 14,256GB,Silver,34912.51,22-12-2024,Net Banking,Maria Zhang,Hoffmanville
Samsung,Galaxy S21,128GB,Gold,77801.32,18-04-2024,Net Banking,John Perry,East Donna
Vivo,Y33s,128GB,Blue,96618.02,08-08-2024,Cash,Lori Glenn,West Andrewside
OnePlus,Nord 2,64GB,Gold,96264.19,20-11-2024,Credit Card,Eric Salinas,South Noah
Oppo,A74,64GB,Red,28704.46,19-11-2024,Cash,Christopher Hill,Leeville
Vivo,T1,256GB,Red,38233.56,24-03-2025,Credit Card,Douglas Gonzalez,Williamview
Realme,Realme GT,128GB,Blue,96827.85,01-09-2024,Credit Card,Frank Garza,Bassport
Vivo,V21,128GB,Gold,70437.44,10-05-2024,Credit Card,Sarah Williams,Lake Debra
Realme,Realme GT,64GB,Silver,55375.1,16-12-2024,Credit Card,Charles Simmons,South Christineshire
Motorola,G31,128GB,Blue,37397.7,18-08-2024,Net Banking,Jennifer Walter,New Jeffrey
Vivo,V21,128GB,Blue,91687.86,08-12-2024,Net Banking,James Turner,Sarahborough
Motorola,Moto G60,256GB,Black,19426.82,10-03-2025,Debit Card,Mitchell Francis,Evanmouth
Samsung,Galaxy A52,256GB,Gold,81118.67,23-03-2025,UPI,Joshua Sandoval,South Dianeshire
Vivo,Y33s,64GB,Red,61460.35,07-03-2025,Net Banking,Michael Williams,North Jessicaland
Oppo,Reno6,256GB,Red,79032.56,05-12-2024,Cash,Jean Nixon,South Aaron
Google,Pixel 7,256GB,White,90782.04,20-12-2024,Net Banking,Janet Evans,East Jamesside
Vivo,Y33s,256GB,Silver,55379.53,06-12-2024,Cash,Tyrone Summers,Stewartland
Apple,iPhone 15,256GB,Black,74888.46,27-05-2024,Debit Card,Sarah Walker,East Donna
Samsung,Galaxy A52,256GB,Black,93616.41,01-01-2025,Debit Card,John Cox,New Brooke
Nokia,C30,128GB,Red,25576.95,27-07-2024,Cash,Mrs. Carrie Romero,Lisatown
Google,Pixel 7,64GB,Red,96637.66,25-09-2024,Net Banking,Mr. Derek Mcintosh,New Stephanie
Apple,iPhone 14,256GB,Black,87143.19,17-02-2025,Cash,James Phillips,Davidstad
OnePlus,9R,64GB,Blue,47161.49,06-05-2024,Net Banking,Lance King,North Matthewberg
Apple,iPhone 14,64GB,Gold,58664.01,07-11-2024,Cash,Thomas Taylor,East Jill
Apple,iPhone 14,128GB,Black,19786.62,21-01-2025,Net Banking,Rebekah Hall,Hoffmanville
Apple,iPhone 15,64GB,Black,33352.69,19-01-2025,Credit Card,Madison Garcia,East Courtneychester
Motorola,Edge 20,256GB,Green,23253.01,22-06-2024,Credit Card,Kevin Bradshaw,Johnfurt
Xiaomi,Mi 11X,128GB,Black,33755.98,29-11-2024,Cash,Clayton Thornton,Lake Leeton
Nokia,G21,256GB,Silver,93892.46,09-06-2024,Cash,Matthew Cabrera,Jasonfort
OnePlus,Nord 2,128GB,Gold,15350.36,09-07-2024,Cash,Cindy Taylor,South David
Xiaomi,Mi 11X,128GB,White,11051.11,01-08-2024,Cash,Scott Perry,Cassandraton
Xiaomi,Redmi Note 11,64GB,White,97005.37,07-01-2025,Net Banking,Matthew Simmons,Shieldston
Samsung,Galaxy S21,128GB,Black,57004.12,24-03-2025,Net Banking,Jason Blake,Gomezchester
Samsung,Galaxy A52,256GB,Blue,87163.63,01-02-2025,UPI,Sean Austin,Mortonside
Motorola,Moto G60,64GB,Blue,94376.81,11-01-2025,Credit Card,Joshua Pope,East Mikeburgh
Nokia,G21,256GB,Red,91917.69,08-05-2024,Cash,Billy Wilson,South Dianeshire
Samsung,Galaxy S21,256GB,Blue,66246.56,02-06-2024,UPI,Ian Moore,East Donna
Xiaomi,Redmi Note 11,128GB,Silver,54789.68,04-09-2024,UPI,Shannon Rogers,North Judithbury
Apple,iPhone 15,128GB,Blue,35007.01,16-03-2025,Credit Card,Michelle Ford,Teresaburgh
Xiaomi,Redmi Note 11,64GB,Gold,35151.12,07-04-2025,Credit Card,Megan Davis,Lake Leeton
Apple,iPhone 14,128GB,Silver,32779.81,27-07-2024,Cash,Anthony Lowery,New Brooke
OnePlus,11R,64GB,Black,68319.64,03-06-2024,UPI,Kimberly Sullivan,East Nathaniel
Apple,iPhone 15,256GB,Red,33259.58,20-01-2025,Credit Card,Todd Smith,North Deniseside
Xiaomi,Mi 11X,64GB,Green,64824.37,12-03-2025,Net Banking,Michelle King,North Judithbury
Oppo,Reno6,128GB,Green,85541.22,10-12-2024,Net Banking,Brooke Johnson,Williamview
Samsung,Galaxy S22,256GB,Green,51447.41,10-01-2025,Credit Card,Tracy Figueroa,Lake Crystalbury
Google,Pixel 7,256GB,Silver,45120.92,02-09-2024,UPI,Morgan Cruz,Lake Rebeccaside
Samsung,Galaxy S22,128GB,Blue,78766.66,18-05-2024,Net Banking,Katelyn Briggs,Lake Lisaport
Xiaomi,Redmi 10,128GB,Silver,82240.53,15-11-2024,Cash,Cameron Clark,East Courtneychester
Samsung,Galaxy S22,128GB,Red,72690.64,07-08-2024,Net Banking,Joseph Bautista,Herrerafurt
OnePlus,Nord 2,256GB,Red,21079.38,20-09-2024,Credit Card,Andrew Franklin,East Lydiamouth
Vivo,T1,64GB,Blue,24450.7,01-09-2024,Credit Card,Joshua Campos,North Beth
Vivo,Y33s,256GB,Black,14162.52,16-11-2024,Net Banking,Natalie Hammond,Taylorburgh
Realme,Realme GT,256GB,Gold,64262.14,05-04-2025,UPI,Erin Stokes,West Allison
OnePlus,Nord 2,64GB,Black,96057.6,22-06-2024,Net Banking,Hannah Shaffer,North Judithbury
OnePlus,9R,128GB,Green,90836.18,18-10-2024,Credit Card,Anthony Jenkins,East Jamesside
Realme,Narzo 50,256GB,Gold,69597.88,01-11-2024,Net Banking,Diane Mullen,East Courtneychester
Nokia,X20,128GB,Silver,32028.58,19-03-2025,Net Banking,Brianna May,East Jamesside
Google,Pixel 8,128GB,Green,85266.47,12-01-2025,Credit Card,Kimberly Mccarthy,Lake Chad
OnePlus,Nord 2,128GB,Silver,59748.16,24-09-2024,UPI,Ruben Faulkner,South Dianeshire
Nokia,C30,64GB,Black,12935.6,20-06-2024,Cash,Danielle Ramsey,South Noah
Vivo,V21,64GB,Red,23254.48,19-01-2025,Credit Card,Nicole Hamilton,Mortonside
Google,Pixel 6,256GB,Red,99248.89,26-06-2024,Credit Card,Frederick Garcia,Jacquelineland
Vivo,T1,256GB,White,36494.03,28-03-2025,Net Banking,Christina Scott,Johnfurt
Nokia,X20,64GB,Blue,63017.67,14-12-2024,Net Banking,Melissa Martinez,Lake Roberto
Vivo,T1,128GB,White,11003.63,09-06-2024,Credit Card,Lisa Mcfarland DVM,Sarahborough
OnePlus,Nord 2,64GB,Gold,40446.64,08-02-2025,Credit Card,Anthony Moran,Daviston
Google,Pixel 6,256GB,Blue,12802.47,10-10-2024,Debit Card,Erin Frost,Gomezchester
Google,Pixel 7,64GB,White,38963.58,30-08-2024,Net Banking,Steven Cruz,Lake Chad
Oppo,F19,128GB,Blue,20145.46,05-01-2025,UPI,Michael Crawford,East Josephville
Apple,iPhone 14,128GB,Blue,79475.49,09-08-2024,Debit Card,Sarah Padilla,Taylorburgh
Vivo,V21,256GB,Black,90428.98,06-05-2024,Cash,Sandy Bryant,Gomezchester
OnePlus,Nord 2,64GB,Red,46248.71,14-02-2025,UPI,Ronald Berg,North Micheleland
Xiaomi,Redmi Note 11,64GB,Red,18622.94,25-12-2024,Cash,Lauren Wilson,Cassandraton
Vivo,Y33s,64GB,White,24030.22,19-01-2025,UPI,Sarah Willis,Rodneyside
Motorola,G31,256GB,Gold,27811.14,29-11-2024,Cash,Virginia Howard,East Jessetown
Apple,iPhone 13,128GB,Black,18474.21,18-04-2024,Cash,Samantha Price,Williamview
Google,Pixel 6,128GB,Blue,19008.26,14-03-2025,Cash,Pamela Anderson,North Deniseside
Vivo,V21,256GB,Gold,80838.16,06-01-2025,Net Banking,Brent Hall,Sanchezfort
OnePlus,Nord 2,128GB,Gold,84121.36,31-08-2024,Cash,Allison Mcdonald,North Judithbury
Samsung,Galaxy S21,128GB,Red,42818.87,24-04-2024,UPI,Aaron Rush,Jasonfort
Samsung,Galaxy S22,256GB,White,97345.28,28-07-2024,Credit Card,Tim Barnes,North Richardmouth
Samsung,Galaxy S21,64GB,Red,39913.09,10-12-2024,Debit Card,Kristen Peters,South Todd
Oppo,Reno6,128GB,Red,70072.63,10-03-2025,Net Banking,Aaron Ayers,Adamsborough
Nokia,C30,128GB,Silver,78821.64,16-05-2024,Net Banking,Anthony Hinton,South Dianeshire
Oppo,A74,64GB,Gold,22052.75,24-12-2024,Debit Card,Adrienne Rios,West Juan
Realme,Realme 9,256GB,Blue,94172.39,26-03-2025,Net Banking,Morgan Simpson,Taylorburgh
Apple,iPhone 15,256GB,Green,29224.82,19-06-2024,Cash,William Morgan,Leeville
Realme,Realme GT,256GB,Blue,86327.52,26-05-2024,UPI,Mark Johnson,Bassport
Vivo,T1,64GB,Green,27880.35,29-06-2024,Cash,William Mcguire,South Christineshire
OnePlus,9R,128GB,White,15582.27,18-05-2024,Cash,Stanley Beck,Williamview
Apple,iPhone 14,64GB,Red,59150.88,02-05-2024,Cash,Mark Cooper,Evanmouth
Samsung,Galaxy A52,64GB,White,91463.11,20-10-2024,Net Banking,Amanda Khan,Ericmouth
Vivo,V21,64GB,Black,44690.68,09-07-2024,Net Banking,Tracey Holland,Sarahborough
Nokia,G21,64GB,Green,89002.93,09-08-2024,Credit Card,Vanessa Sanchez,Port Keith
Motorola,G31,128GB,Blue,48109.5,18-10-2024,UPI,James Jordan,Gomezchester
Xiaomi,Redmi Note 11,64GB,Red,73567.76,15-09-2024,Debit Card,Tina Clark,North Matthewberg
Apple,iPhone 15,64GB,White,32156.26,10-12-2024,Debit Card,Melissa White,Teresaburgh
Samsung,Galaxy S21,128GB,Blue,60939.32,13-09-2024,Credit Card,Jamie Aguilar,New Kellystad
OnePlus,Nord 2,128GB,Green,77997.66,02-01-2025,Debit Card,Crystal Mcgrath,West Andrewside
Nokia,G21,256GB,Silver,82933.45,13-05-2024,Net Banking,Rhonda Taylor,Port Richard
Motorola,Edge 20,128GB,Red,35944.17,21-09-2024,Cash,Brian Ross,Leeville
Samsung,Galaxy A52,256GB,Gold,33409.02,11-04-2025,Cash,Travis Phillips,Herrerafurt
Xiaomi,Mi 11X,64GB,Gold,61540.56,11-01-2025,Cash,Tyler Reed,Lake Roberto
Apple,iPhone 15,64GB,Black,20366.19,05-05-2024,UPI,Jennifer Simmons,Wilkersonmouth
Motorola,Edge 20,128GB,Blue,47723.76,20-05-2024,Debit Card,Charles Bond,Rodneyside
Realme,Narzo 50,128GB,Black,44707.96,14-11-2024,Debit Card,Charles Russell,Lake Matthew
Xiaomi,Redmi 10,256GB,Green,89457.21,05-03-2025,Debit Card,Marcus Johnson,North Beth
Vivo,Y33s,128GB,Blue,71720.3,23-11-2024,Cash,Brittany Maldonado,Adamsborough
Google,Pixel 8,128GB,Blue,11427.67,29-07-2024,Credit Card,Angel Wells,East Nathaniel
Google,Pixel 8,256GB,Gold,17147.63,27-05-2024,Net Banking,Michael Patterson,North Amandahaven
Samsung,Galaxy S22,64GB,Black,42763.94,19-10-2024,Debit Card,Michael Leon,North Susan
OnePlus,11R,256GB,White,30260.37,11-06-2024,Credit Card,Ashley Anderson,New Stephanie
Samsung,Galaxy A52,64GB,Blue,68107.07,03-02-2025,Net Banking,Shannon Weeks,Leeville
Samsung,Galaxy S22,128GB,Black,22906.59,12-06-2024,Credit Card,Nichole Mcclure,West Elizabeth
Vivo,T1,128GB,Black,92770.43,22-09-2024,UPI,Kevin Williams,Davidstad
Oppo,A74,128GB,Black,33458.87,24-06-2024,Cash,Lisa Cox,Sanchezfort
Vivo,Y33s,128GB,Black,41036.94,11-07-2024,Cash,Robert Mccoy,Lisatown
Oppo,F19,128GB,White,29569.79,18-11-2024,UPI,Patricia Meyer,East Jamesside
Realme,Realme GT,64GB,Black,65160.88,04-02-2025,Net Banking,Gary Phillips,East Jill
Motorola,Edge 20,128GB,Black,73003.51,05-06-2024,Cash,Michael Kennedy,South Noah
OnePlus,9R,64GB,Black,67736.06,28-08-2024,Net Banking,Jerry Edwards,South Noah
Xiaomi,Redmi Note 11,128GB,Silver,59194.28,09-10-2024,UPI,Katherine Lawson,North Jessicaland
Nokia,G21,256GB,Silver,95834.43,19-07-2024,Debit Card,Breanna Gutierrez DDS,Sanchezfort
Motorola,Moto G60,64GB,Silver,31143.77,31-08-2024,UPI,Allen Gonzalez,Port Jesseville
Motorola,Edge 20,128GB,Green,95378.4,10-06-2024,Debit Card,Manuel Miller,East Courtneychester
Oppo,A74,64GB,White,42011.9,23-07-2024,Debit Card,Corey Leblanc,Gomezchester
Oppo,F19,64GB,White,41577.82,11-08-2024,Net Banking,Donald Sanchez,Shawhaven
Realme,Narzo 50,64GB,Green,15595.81,14-10-2024,Cash,Ashley Scott,Rodneyside
Motorola,G31,128GB,Black,69215.82,18-07-2024,UPI,Jack Carroll,South Patrickmouth
Nokia,C30,128GB,White,56271.16,16-03-2025,Net Banking,Benjamin Hanson,Samuelhaven
Vivo,Y33s,256GB,Red,11898.72,12-12-2024,Net Banking,Eric Miller,North Deniseside
Vivo,V21,128GB,Silver,51524.2,22-05-2024,UPI,Joseph Martin,Juliechester
OnePlus,11R,128GB,Gold,60989.65,26-02-2025,Cash,Katelyn Copeland,South Aaron
Xiaomi,Redmi Note 11,64GB,Black,37139.67,01-06-2024,Net Banking,Stacie Morris,Robinsonshire
Nokia,G21,128GB,White,22355.2,31-10-2024,UPI,Christopher Armstrong,North Sarabury
Apple,iPhone 13,256GB,Green,74197.17,30-05-2024,Debit Card,Jessica Aguirre,East Jamesside
Nokia,G21,256GB,Red,90207.24,11-03-2025,Debit Card,Adam Watts,Juliechester
Vivo,Y33s,256GB,Blue,44971.38,03-02-2025,Credit Card,Alyssa Riley,Shieldston
Oppo,A74,256GB,Blue,72866.37,24-11-2024,Credit Card,Morgan Weaver,West Donald
Vivo,Y33s,64GB,White,15039.89,03-10-2024,Cash,John Jones,East Josephville
OnePlus,Nord 2,128GB,Silver,12589.58,01-09-2024,Cash,Kim Baker,Lake Debra
Xiaomi,Mi 11X,128GB,Green,94137.83,14-02-2025,UPI,Whitney Estes,Lake Nicoleview
Xiaomi,Mi 11X,64GB,Gold,32177.58,30-07-2024,Cash,Andrew Brown,Lake Leeton
Nokia,G21,128GB,Silver,99891.14,19-07-2024,Credit Card,Danielle Davis,South Dianeshire
Nokia,C30,256GB,Black,49178.08,28-12-2024,UPI,Christopher Mckenzie,East Jamesside
Nokia,X20,64GB,White,12092.87,06-08-2024,UPI,Charlene Moore,New Stephanie
Oppo,F19,256GB,Green,55173.83,15-06-2024,Credit Card,Eric Parks,East Mikeburgh
Oppo,Reno6,256GB,White,26272.02,28-12-2024,Cash,Andrew Krueger,Jasonfort
Nokia,X20,64GB,Red,69480.93,24-10-2024,Credit Card,Christine Olson,East Donna
Google,Pixel 6,64GB,Green,20648.29,21-12-2024,Net Banking,Marco Flores,North Richardmouth
Motorola,Edge 20,64GB,Silver,68917.94,12-01-2025,UPI,Brittany Flores,South Dianeshire
